station,latitude,longitude,sensor_serial_number,timestamp_utc,sensor_depth_at_low_tide_m,temperature_degree_c,qc_flag_temperature_degree_c
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 05:30:00,2,2.744,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 05:45:00,2,2.717,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 06:00:00,2,2.717,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 06:15:00,2,2.69,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 06:30:00,2,2.69,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 06:45:00,2,2.717,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 07:00:00,2,2.69,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 07:15:00,2,2.664,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 07:30:00,2,2.637,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 07:45:00,2,2.637,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 08:00:00,2,2.61,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 08:15:00,2,2.61,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 08:30:00,2,2.61,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 08:45:00,2,2.61,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 09:00:00,2,2.61,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 09:15:00,2,2.61,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 09:30:00,2,2.61,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 09:45:00,2,2.61,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 10:00:00,2,2.61,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 10:15:00,2,2.637,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 10:30:00,2,2.61,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 10:45:00,2,2.637,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 11:00:00,2,2.637,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 11:15:00,2,2.664,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 11:30:00,2,2.664,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 11:45:00,2,2.664,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 12:00:00,2,2.69,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 12:15:00,2,2.717,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 12:30:00,2,2.744,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 12:45:00,2,2.77,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 13:00:00,2,2.77,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 13:15:00,2,2.77,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 13:30:00,2,2.797,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 13:45:00,2,2.823,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 14:00:00,2,2.823,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 14:15:00,2,2.85,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 14:30:00,2,2.823,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 14:45:00,2,2.823,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 15:00:00,2,2.797,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 15:15:00,2,2.823,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 15:30:00,2,2.797,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 15:45:00,2,2.823,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 16:00:00,2,2.823,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 16:15:00,2,2.823,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 16:30:00,2,2.823,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 16:45:00,2,2.823,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 17:00:00,2,2.797,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 17:15:00,2,2.797,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 17:30:00,2,2.823,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 17:45:00,2,2.85,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 18:00:00,2,2.85,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 18:15:00,2,2.877,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 18:30:00,2,2.903,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 18:45:00,2,2.93,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 19:00:00,2,2.93,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 19:15:00,2,2.877,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 19:30:00,2,2.903,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 19:45:00,2,2.903,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 20:00:00,2,2.903,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 20:15:00,2,2.903,Pass
Church Point 2,44.32015,-66.135067,20495220,2020-02-26 20:30:00,2,2.903,Pass
