project,platform_name,platform_id,chief_scientist,cruise_name,cruise_number,geographic_area,station,id,event_number,profile_direction,latitude,longitude,time,profile_start_time,profile_end_time,measurement_time,depth,PRESPR01,PSLTZZ01,PSALST01,TEMPPR01,CNDCST01,DOXYZZ01,DOXYZZ02,CPHLPR01,OPTCPS01,ScanNumber
,,,,,,,,,,,degrees_north,degrees_east,UTC,UTC,UTC,UTC,m,decibar,0.001,0.001,degree Celsius,S/m,ml/L,ml/L,mg/m^3,%,1.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_UP,12.0,upward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,21.82176,22.0,31.9777,31.9777,10.1332,3.5162153,6.45184,,0.1134,,4085.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_UP,12.0,upward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,20.829912,21.0,31.9462,31.9462,10.1427,3.5138776,6.4396,,0.116,,4095.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_UP,12.0,upward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,0.9919488,1.0,,,,,6.51547,,0.0529,,4305.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_UP,12.0,upward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,1.9838927,2.0,31.8417,31.8417,10.0226,3.4922652,6.44246,,0.1106,,4292.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_UP,12.0,upward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,2.975832,3.0,31.8421,31.8421,10.0226,3.4923508,6.48231,,0.1184,,4279.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_UP,12.0,upward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,3.9677663,4.0,31.8423,31.8423,10.0232,3.4924579,6.48642,,0.1337,,4269.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_UP,12.0,upward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,4.959696,5.0,31.8422,31.8422,10.0224,3.4924278,6.48052,,0.1422,,4256.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_UP,12.0,upward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,5.9516206,6.0,31.842,31.842,10.0195,3.4921968,6.48187,,0.1544,,4245.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_UP,12.0,upward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,6.94354,7.0,31.8413,31.8413,10.016,3.4918628,6.48602,,0.1552,,4235.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_UP,12.0,upward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,7.9354553,8.0,31.8413,31.8413,10.0166,3.4919612,6.48211,,0.1561,,4224.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_UP,12.0,upward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,8.927365,9.0,31.8424,31.8424,10.0193,3.4923422,6.47704,,0.147,,4214.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_UP,12.0,upward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,44.632927,45.0,,,10.1079,,6.33505,,,,3888.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_UP,12.0,upward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,9.9192705,10.0,31.844,31.844,10.0243,3.4929888,6.47211,,0.1467,,4199.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_UP,12.0,upward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,11.903068,12.0,31.8501,31.8501,10.0392,3.4949667,6.46525,,0.1358,,4177.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_UP,12.0,upward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,12.8949585,13.0,31.8533,31.8533,10.0462,3.4959385,6.46082,,0.1306,,4167.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_UP,12.0,upward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,13.886845,14.0,31.8591,31.8591,10.0588,3.4976468,6.45468,,0.1325,,4157.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_UP,12.0,upward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,14.878726,15.0,31.8617,31.8617,10.0636,3.498366,6.45922,,0.1326,,4148.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_UP,12.0,upward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,15.870603,16.0,31.8696,31.8696,10.0758,3.5002587,6.45259,,0.1401,,4138.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_UP,12.0,upward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,16.862474,17.0,31.8796,31.8796,10.0892,3.5024464,6.44247,,0.1273,,4130.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_UP,12.0,upward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,17.854342,18.0,31.8892,31.8892,10.0976,3.5041676,6.44016,,0.1162,,4123.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_UP,12.0,upward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,18.846203,19.0,31.9027,31.9027,10.1114,3.5067534,6.43723,,0.1163,,4114.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_UP,12.0,upward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,19.83806,20.0,31.9276,31.9276,10.1345,3.5112703,6.42763,,0.1167,,4105.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_UP,12.0,upward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,10.911172,11.0,31.847,31.847,10.0317,3.493965,6.46609,,0.1449,,4186.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_UP,12.0,upward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,45.62466,46.0,,,10.1084,,6.32963,,,,3883.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_UP,12.0,upward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,31.739971,32.0,32.3434,32.3434,10.0804,3.5481503,6.36524,,0.114,,4007.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,45.62466,46.0,32.397,32.397,10.1081,3.5564861,6.33418,,0.1086,,3769.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,20.829912,21.0,31.9152,31.9152,10.1425,3.5107865,6.44528,,0.1189,,3423.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,19.83806,20.0,31.9028,31.9028,10.1264,3.508119,6.4574,,0.1165,,3404.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,18.846203,19.0,31.883,31.883,10.0959,3.5034525,6.47068,,0.1263,,3381.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,17.854342,18.0,31.8708,31.8708,10.0752,3.5003912,6.48134,,0.131,,3355.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,16.862474,17.0,31.8552,31.8552,10.0466,3.4963284,6.49826,,0.1357,,3325.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,15.870603,16.0,31.8462,31.8462,10.03,3.4939563,6.49757,,0.1404,,3304.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,14.878726,15.0,31.845,31.845,10.0271,3.4935367,6.49525,,0.1415,,3283.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,13.886845,14.0,31.8468,31.8468,10.0305,3.493965,6.49333,,0.1383,,3265.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,12.8949585,13.0,31.8443,31.8443,10.0245,3.49316,6.49736,,0.1429,,3247.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,21.82176,22.0,31.9239,31.9239,10.1504,3.5123792,6.43915,,0.1124,,3440.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,11.903068,12.0,31.8418,31.8418,10.0207,3.4925392,6.50264,,0.1443,,3227.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,46.616386,47.0,,,10.1083,3.5561438,,,,,3872.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,8.927365,9.0,31.8422,31.8422,10.0234,3.4926848,6.49932,,0.1562,,3170.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,7.9354553,8.0,31.8436,31.8436,10.0275,3.4931343,6.50137,,0.1524,,3150.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,6.94354,7.0,31.8436,31.8436,10.0272,3.4930701,6.4989,,0.148,,3133.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,5.9516206,6.0,31.8441,31.8441,10.026,3.4929674,6.50349,,0.1369,,3112.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,4.959696,5.0,31.844,31.844,10.0247,3.4928048,,,0.1277,,3093.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,3.9677663,4.0,31.8439,31.8439,10.024,3.4926934,6.5079,,0.1083,,3077.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,2.975832,3.0,31.8431,31.8431,10.025,3.4926548,6.50644,,0.1055,,3059.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,1.9838927,2.0,31.8427,31.8427,10.0234,3.4924364,6.50119,,0.1012,,3040.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,10.911172,11.0,31.8413,31.8413,10.0196,3.492355,6.50231,,0.1477,,3207.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,22.813602,23.0,31.937,31.937,10.1522,3.5138776,6.43814,,0.1108,,3457.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,9.9192705,10.0,31.8412,31.8412,10.0204,3.492368,6.49977,,0.1501,,3189.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,24.797274,25.0,31.9897,31.9897,10.1389,3.5180178,6.43362,,0.1227,,3487.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,23.80544,24.0,31.959,31.959,10.1513,3.516027,6.43191,,0.1164,,3472.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,44.632927,45.0,32.397,32.397,10.1078,3.5564263,6.33608,,0.1055,,3746.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,43.64119,44.0,32.3951,32.3951,10.1066,3.5560794,6.33898,,0.1059,,3729.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,42.64945,43.0,32.3933,32.3933,10.1052,3.555737,6.34362,,0.1058,,3714.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,41.657703,42.0,32.3897,32.3897,10.103,3.5551462,6.34598,,0.1077,,3700.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,39.674194,40.0,32.3765,32.3765,10.095,3.5530438,6.35636,,0.1069,,3675.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,38.682434,39.0,32.3729,32.3729,10.0926,3.5524402,6.35847,,0.105,,3664.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,37.690666,38.0,32.3644,32.3644,10.087,3.5510573,6.36514,,0.1092,,3652.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,36.6989,37.0,32.3564,32.3564,10.0837,3.5499356,6.36812,,0.1129,,3640.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,35.707123,36.0,32.3526,32.3526,10.083,3.5494604,6.37112,,0.1099,,3629.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,40.66595,41.0,32.3841,32.3841,10.0996,3.5542512,6.35645,,0.1075,,3686.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,33.723557,34.0,32.3403,32.3403,10.0797,3.5478592,6.38906,,0.1193,,3606.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,32.731766,33.0,32.312,32.312,10.0633,3.5435863,6.4152,,0.1126,,3593.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,31.739971,32.0,32.2811,32.2811,10.0454,3.5389154,6.43106,,0.1181,,3582.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,30.748173,31.0,32.228,32.228,10.0242,3.531774,6.44561,,0.1203,,3571.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,29.756369,30.0,32.1994,32.1994,10.0101,3.5276723,6.45916,,0.1206,,3561.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,28.764559,29.0,32.1374,32.1374,9.9947,3.5201585,6.46652,,0.1186,,3547.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,27.772745,28.0,32.1025,32.1025,10.0161,3.5185487,6.45612,,0.1199,,3532.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,26.780926,27.0,32.051,32.051,10.0647,3.517684,6.43446,,0.1187,,3519.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,34.715343,35.0,32.3466,32.3466,10.0823,3.5487626,6.37243,,0.1097,,3618.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_012_13_DN,12.0,downward,44.2673,-66.2497,2009-10-29T13:00:00Z,2009-10-29T13:00:00Z,,,25.789103,26.0,32.0154,32.0154,10.114,3.518433,6.4263,,0.1174,,3505.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_013_012_UP,13.0,upward,44.4,-66.1333,2009-10-29T15:33:00Z,2009-10-29T15:33:00Z,,,16.862268,17.0,32.2372,32.2372,9.737,3.5068605,6.43539,,0.1541,,3829.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_013_012_UP,13.0,upward,44.4,-66.1333,2009-10-29T15:33:00Z,2009-10-29T15:33:00Z,,,17.854122,18.0,32.2388,32.2388,9.737,3.5070531,6.43299,,0.1468,,3813.0
,,,Mike Power,Bay of Fundy,VIC2009057,,,CTD_VIC2009057_013_012_UP,13.0,upward,44.4,-66.1333,2009-10-29T15:33:00Z,2009-10-29T15:33:00Z,,,18.845972,19.0,32.2446,32.2446,9.7396,3.5078967,6.42364,,0.131,,3793.0
